SKU,GCODE,Category,New Description,NMFC,Treads,Width,Depth,Gauge,Height,Length,Capacity,WEIGHT,Stock,Type
BS4T35108,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-3296 LB.D.CAP-3.5""Hx108""L",55,,,,,"3.5""","108""",3296 lbs,33.0 lbs,,
BS4T35114,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-2958 LB.D.CAP-3.5""Hx114""L",55,,,,,"3.5""","114""",2958 lbs,35.0 lbs,,
BS4T35120,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-2670 LB.D.CAP-3.5""Hx120""L",55,,,,,"3.5""","120""",2670 lbs,36.0 lbs,,
BS4T35126,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-2422 LB.D.CAP-3.5""Hx126""L",55,,,,,"3.5""","126""",2422 lbs,38.0 lbs,,
BS4T35132,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-2207 LB.D.CAP-3.5""Hx132""L",55,,,,,"3.5""","132""",2207 lbs,40.0 lbs,,
BS4T35138,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-2020 LB.D.CAP-3.5""Hx138""L",55,,,,,"3.5""","138""",2020 lbs,41.0 lbs,,
BS4T35144,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-1854 LB.D.CAP-3.5""Hx144""L",55,,,,,"3.5""","144""",1854 lbs,43.0 lbs,,
BS4K3548,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-8500 LB.D.CAP-3.5""Hx48 ""L",55,,,,,"3.5""","48""",8500 lbs,17.0 lbs,,
BS4K3554,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-7560 LB.D.CAP-3.5""Hx54 ""L",55,,,,,"3.5""","54""",7560 lbs,19.0 lbs,,
BS4K3560,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-6800 LB.D.CAP-3.5""Hx60 ""L",55,,,,,"3.5""","60""",6800 lbs,20.0 lbs,,
BS4K3566,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-6180 LB.D.CAP-3.5""Hx66 ""L",55,,,,,"3.5""","66""",6180 lbs,22.0 lbs,,
BS4K3572,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-5666 LB.D.CAP-3.5""Hx72 ""L",55,,,,,"3.5""","72""",5666 lbs,24.0 lbs,,
BS4K3596,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-4172 LB.D.CAP-3.5""Hx 96""L",55,,,,,"3.5""","96""",4172 lbs,30.0 lbs,,
BS4K3584,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-4857 LB.D.CAP-3.5""Hx84 ""L",55,,,,,"3.5""","84""",4857 lbs,27.0 lbs,,
BS4K3590,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-4533 LB.D.CAP-3.5""Hx90 ""L",55,,,,,"3.5""","90""",4533 lbs,28.0 lbs,,
BS4K3592,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-4406 LB.D.CAP-3.5""Hx92 ""L",55,,,,,"3.5""","92""",4406 lbs,29.0 lbs,,
BS4K35102,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-3695 LB.D.CAP-3.5""Hx102""L",55,,,,,"3.5""","102""",3695 lbs,32.0 lbs,,
BS4K35108,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-3296 LB.D.CAP-3.5""Hx108""L",55,,,,,"3.5""","108""",3296 lbs,33.0 lbs,,
BS4K35114,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-2958 LB.D.CAP-3.5""Hx114""L",55,,,,,"3.5""","114""",2958 lbs,35.0 lbs,,
BS4K35120,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-2670 LB.D.CAP-3.5""Hx120""L",55,,,,,"3.5""","120""",2670 lbs,36.0 lbs,,
BS4K35126,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-2422 LB.D.CAP-3.5""Hx126""L",55,,,,,"3.5""","126""",2422 lbs,38.0 lbs,,
BS4K35132,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-2207 LB.D.CAP-3.5""Hx132""L",55,,,,,"3.5""","132""",2207 lbs,40.0 lbs,,
BS4K35138,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-2020 LB.D.CAP-3.5""Hx138""L",55,,,,,"3.5""","138""",2020 lbs,41.0 lbs,,
BS4K35144,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-1854 LB.D.CAP-3.5""Hx144""L",55,,,,,"3.5""","144""",1854 lbs,43.0 lbs,,
BS4T4048,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-10492LB.D.CAP-4.0""Hx48 ""L",55,,,,,"4.0""","48""",10492 lbs,18.0 lbs,,
BS4T4054,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-9326 LB.D.CAP-4.0""Hx54 ""L",55,,,,,"4.0""","54""",9326 lbs,20.0 lbs,,
BS4T4060,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-8394 LB.D.CAP-4.0""Hx60 ""L",55,,,,,"4.0""","60""",8394 lbs,21.0 lbs,,
BS4T4066,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-7631 LB.D.CAP-4.0""Hx66 ""L",55,,,,,"4.0""","66""",7631 lbs,23.0 lbs,,
BS4T4072,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-6995 LB.D.CAP-4.0""Hx72 ""L",55,,,,,"4.0""","72""",6995 lbs,25.0 lbs,,
BS4T4078,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-6451 LB.D.CAP-4.0""Hx78 ""L",55,,,,,"4.0""","78""",6451 lbs,26.0 lbs,,
BS4T4084,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-5996 LB.D.CAP-4.0""Hx84 ""L",55,,,,,"4.0""","84""",5996 lbs,28.0 lbs,,
BS4T4090,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-5596 LB.D.CAP-4.0""Hx90 ""L",55,,,,,"4.0""","90""",5596 lbs,30.0 lbs,,
BS4T4092,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-5472 LB.D.CAP-4.0""Hx92 ""L",55,,,,,"4.0""","92""",5472 lbs,31.0 lbs,,
BS4T4096,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-5426 LB.D.CAP-4.0""Hx96 ""L",55,,,,,"4.0""","96""",5426 lbs,32.0 lbs,,
BS4K40102,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-4938 LB.D.CAP-4.0""Hx102""L",55,,,,,"4.0""","102""",4938 lbs,34.0 lbs,,
BS4T40102,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-4938 LB.D.CAP-4.0""Hx102""L",55,,,,,"4.0""","102""",4938 lbs,31.0 lbs,,
BS4K40108,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-4587 LB.D.CAP-4.0""Hx108""L",55,,,,,"4.0""","108""",4587 lbs,35.0 lbs,,
BS4T40108,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-4587 LB.D.CAP-4.0""Hx108""L",55,,,,,"4.0""","108""",4587 lbs,35.0 lbs,,
BS4T40114,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-4116 LB.D.CAP-4.0""Hx114""L",55,,,,,"4.0""","114""",4116 lbs,37.0 lbs,,
BS4K40114,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-4116 LB.D.CAP-4.0""Hx114""L",55,,,,,"4.0""","114""",4116 lbs,37.0 lbs,,
BS4T40120,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-3715 LB.D.CAP-4.0""Hx120""L",55,,,,,"4.0""","120""",3715 lbs,39.0 lbs,,
BS4K40120,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-3715 LB.D.CAP-4.0""Hx120""L",55,,,,,"4.0""","120""",3715 lbs,39.0 lbs,,
BS4T40126,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-3370 LB.D.CAP-4.0""Hx126""L",55,,,,,"4.0""","126""",3370 lbs,41.0 lbs,,
BS4K40126,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-3370 LB.D.CAP-4.0""Hx126""L",55,,,,,"4.0""","126""",3370 lbs,41.0 lbs,,
BS4K40132,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-3070 LB.D.CAP-4.0""Hx132""L",55,,,,,"4.0""","132""",3070 lbs,43.0 lbs,,
BS4T40132,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-3070 LB.D.CAP-4.0""Hx132""L",55,,,,,"4.0""","132""",3070 lbs,43.0 lbs,,
BS4K40138,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-2809 LB.D.CAP-4.0""Hx138""L",55,,,,,"4.0""","138""",2809 lbs,44.0 lbs,,
BS4T40138,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-2809 LB.D.CAP-4.0""Hx138""L",55,,,,,"4.0""","138""",2809 lbs,44.0 lbs,,
BS4K40144,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-2580 LB.D.CAP-4.0""Hx144""L",55,,,,,"4.0""","144""",2580 lbs,46.0 lbs,,
BS4T40144,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-2580 LB.D.CAP-4.0""Hx144""L",55,,,,,"4.0""","144""",2580 lbs,46.0 lbs,,
BS4K4096,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-5246 LB.D.CAP-4.0""Hx96 ""L",55,,,,,"4.0""","96""",5246 lbs,32.0 lbs,,
BS4K4048,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-10492LB.D.CAP-4.0""Hx48 ""L",55,,,,,"4.0""","48""",10492 lbs,18.0 lbs,,
BS4K4054,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-9326 LB.D.CAP-4.0""Hx54 ""L",55,,,,,"4.0""","54""",9326 lbs,20.0 lbs,,
BS4K4060,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-8394 LB.D.CAP-4.0""Hx60 ""L",55,,,,,"4.0""","60""",8394 lbs,21.0 lbs,,
BS4K4066,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-7631 LB.D.CAP-4.0""Hx66""L",55,,,,,"4.0""","66""",7631 lbs,23.0 lbs,,
BS4K4072,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-6995 LB.D.CAP-4.0""Hx72""L",55,,,,,"4.0""","72""",6995 lbs,25.0 lbs,,
BS4K4078,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-6451 LB.D.CAP-4.0""Hx78 ""L",55,,,,,"4.0""","78""",6451 lbs,26.0 lbs,,
BS4K4084,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-5996 LB.D.CAP-4.0""Hx84""L",55,,,,,"4.0""","84""",5996 lbs,28.0 lbs,,
BS4K4090,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-5596 LB.D.CAP-4.0""Hx90""L",55,,,,,"4.0""","90""",5596 lbs,30.0 lbs,,
BS4K4092,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-5472 LB.D.CAP-4.0""Hx92""L",55,,,,,"4.0""","92""",5472 lbs,31.0 lbs,,
BS4T4548,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-12653LB.D.CAP-4.5""Hx48""L",55,,,,,"4.5""","48""",12653 lbs,19.0 lbs,,
BS4T4554,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-11250LB.D.CAP-4.5""Hx54""L",55,,,,,"4.5""","54""",11250 lbs,21.0 lbs,,
BS4T4560,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-10122LB.D.CAP-4.5""Hx60""L",55,,,,,"4.5""","60""",10122 lbs,22.0 lbs,,
BS4T4566,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-9202 LB.D.CAP-4.5""Hx66""L",55,,,,,"4.5""","66""",9202 lbs,25.0 lbs,,
BS4T4572,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-8435 LB.D.CAP-4.5""Hx72""L",55,,,,,"4.5""","72""",8435 lbs,26.0 lbs,,
BS4T4578,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-7786 LB.D.CAP-4.5""Hx78""L",55,,,,,"4.5""","78""",7786 lbs,28.0 lbs,,
BS4T4584,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-7230 LB.D.CAP-4.5""Hx84""L",55,,,,,"4.5""","84""",7230 lbs,30.0 lbs,,
BS4T4590,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-6750 LB.D.CAP-4.5""Hx90""L",55,,,,,"4.5""","90""",6750 lbs,32.0 lbs,,
BS4T4592,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-6640 LB.D.CAP-4.5""Hx92""L",55,,,,,"4.5""","92""",6640 lbs,30.0 lbs,,
BS4T4596,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-6327 LB.D.CAP-4.5""Hx96""L",55,,,,,"4.5""","96""",6327 lbs,31.0 lbs,,
BS4T45102,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-5955 LB.D.CAP-4.5""Hx102""L",55,,,,,"4.5""","102""",5955 lbs,36.0 lbs,,
BS4T45114,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-5330 LB.D.CAP-4.5""Hx114""L",55,,,,,"4.5""","114""",5330 lbs,40.0 lbs,,
BS4T45120,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-5000 LB.D.CAP-4.5""Hx120""L",55,,,,,"4.5""","120""",5000 lbs,39.0 lbs,,
BS4T45126,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-4522 LB.D.CAP-4.5""Hx126""L",55,,,,,"4.5""","126""",4522 lbs,43.0 lbs,,
BS4T45132,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-4120 LB.D.CAP-4.5""Hx132""L",55,,,,,"4.5""","132""",4120 lbs,45.0 lbs,,
BS4T45138,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-3770 LB.D.CAP-4.5""Hx138""L",55,,,,,"4.5""","138""",3770 lbs,47.0 lbs,,
BS4T45144,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-3462 LB.D.CAP-4.5""Hx144""L",55,,,,,"4.5""","144""",3462 lbs,49.0 lbs,,
BS4K4548,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-12653LB.D.CAP-4.5""Hx48 ""L",55,,,,,"4.5""","48""",12653 lbs,19.0 lbs,,
BS4K4554,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-11250LB.D.CAP-4.5""Hx54 ""L",55,,,,,"4.5""","54""",11250 lbs,21.0 lbs,,
BS4K4560,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-10122LB.D.CAP-4.5""Hx60 ""L",55,,,,,"4.5""","60""",10122 lbs,22.0 lbs,,
BS4K4566,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-9202 LB.D.CAP-4.5""Hx66 ""L",55,,,,,"4.5""","66""",9202 lbs,25.0 lbs,,
BS4K4572,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-8435 LB.D.CAP-4.5""Hx72 ""L",55,,,,,"4.5""","72""",8435 lbs,26.0 lbs,,
BS4K4578,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-7786 LB.D.CAP-4.5""Hx78 ""L",55,,,,,"4.5""","78""",7786 lbs,28.0 lbs,,
BS4K4584,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-7230 LB.D.CAP-4.5""Hx84 ""L",55,,,,,"4.5""","84""",7230 lbs,30.0 lbs,,
BS4K4590,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-6750 LB.D.CAP-4.5""Hx90 ""L",55,,,,,"4.5""","90""",6750 lbs,32.0 lbs,,
BS4K4592,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-6640 LB.D.CAP-4.5""Hx92 ""L",55,,,,,"4.5""","92""",6640 lbs,33.0 lbs,,
BS4K4596,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-6327 LB.D.CAP-4.5""Hx96 ""L",55,,,,,"4.5""","96""",6327 lbs,31.0 lbs,,
BS4K45102,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-5955 LB.D.CAP-4.5""Hx102""L",55,,,,,"4.5""","102""",5955 lbs,36.0 lbs,,
BS4K45114,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-5330 LB.D.CAP-4.5""Hx114""L",55,,,,,"4.5""","114""",5330 lbs,40.0 lbs,,
BS4K45120,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-5000 LB.D.CAP-4.5""Hx120""L",55,,,,,"4.5""","120""",5000 lbs,39.0 lbs,,
BS4K45126,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-4522 LB.D.CAP-4.5""Hx126""L",55,,,,,"4.5""","126""",4522 lbs,43.0 lbs,,
BS4K45132,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-4120 LB.D.CAP-4.5""Hx132""L",55,,,,,"4.5""","132""",4120 lbs,45.0 lbs,,
BS4K45138,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-3770 LB.D.CAP-4.5""Hx138""L",55,,,,,"4.5""","138""",3770 lbs,47.0 lbs,,
BS4K45144,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-3462 LB.D.CAP-4.5""Hx144""L",55,,,,,"4.5""","144""",3462 lbs,49.0 lbs,,
BS4K5048,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-14972LB.D.CAP-5.0""Hx48 ""L",55,,,,,"5.0""","48""",14972 lbs,20.0 lbs,,
BS4K5054,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-13310LB.D.CAP-5.0""Hx54 ""L",55,,,,,"5.0""","54""",13310 lbs,22.0 lbs,,
BS4K5060,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-11978LB.D.CAP-5.0""Hx60 ""L",55,,,,,"5.0""","60""",11978 lbs,23.0 lbs,,
BS4K5066,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-10890LB.D.CAP-5.0""Hx66 ""L",55,,,,,"5.0""","66""",10890 lbs,26.0 lbs,,
BS4K5072,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-9982 LB.D.CAP-5.0""Hx72 ""L",55,,,,,"5.0""","72""",9982 lbs,28.0 lbs,,
BS4K5078,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-9214 LB.D.CAP-5.0""Hx78 ""L",55,,,,,"5.0""","78""",9214 lbs,30.0 lbs,,
BS4K5084,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-8556 LB.D.CAP-5.0""Hx84 ""L",55,,,,,"5.0""","84""",8556 lbs,32.0 lbs,,
BS4K5090,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-7986 LB.D.CAP-5.0""Hx90 ""L",55,,,,,"5.0""","90""",7986 lbs,34.0 lbs,,
BS4K5092,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-7706 LB.D.CAP-5.0""Hx92 ""L",55,,,,,"5.0""","92""",7706 lbs,35.0 lbs,,
BS4K5096,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-7486 LB.D.CAP-5.0""Hx96 ""L",55,,,,,"5.0""","96""",7486 lbs,36.0 lbs,,
BS4K50102,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP- 7046LB.D.CAP-5.0""Hx102""L",55,,,,,"5.0""","102""",7046 lbs,38.0 lbs,,
BS4K50108,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-6654 LB.D.CAP-5.0""Hx108""L",55,,,,,"5.0""","108""",6654 lbs,37.0 lbs,,
BS4K50114,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-6304 LB.D.CAP-5.0""Hx114""L",55,,,,,"5.0""","114""",6304 lbs,42.0 lbs,,
BS4K50126,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-5704 LB.D.CAP-5.0""Hx126""L",55,,,,,"5.0""","126""",5704 lbs,46.0 lbs,,
BS4K50132,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-5369 LB.D.CAP-5.0""Hx132""L",55,,,,,"5.0""","132""",5369 lbs,45.0 lbs,,
BS4K50138,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-4912 LB.D.CAP-5.0""Hx138""L",55,,,,,"5.0""","138""",4912 lbs,50.0 lbs,,
BS4K50144,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-4511 LB.D.CAP-5.0""Hx144""L",55,,,,,"5.0""","144""",4511 lbs,49.0 lbs,,
BS4T5048,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-14972LB.D.CAP-5.0""Hx 48""L",55,,,,,"5.0""","48""",14972 lbs,20.0 lbs,,
BS4T5054,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-13310LB.D.CAP-5.0""Hx54 ""L",55,,,,,"5.0""","54""",13310 lbs,21.5 lbs,,
BS4T5060,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-11978LB.D.CAP-5.0""Hx60 ""L",55,,,,,"5.0""","60""",11978 lbs,23.0 lbs,,
BS4T5066,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-10890LB.D.CAP-5.0""Hx66 ""L",55,,,,,"5.0""","66""",10890 lbs,26.0 lbs,,
BS4T5072,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-9982 LB.D.CAP-5.0""Hx72 ""L",55,,,,,"5.0""","72""",9982 lbs,28.0 lbs,,
BS4T5078,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP- 9214LB.D.CAP-5.0""Hx 78""L",55,,,,,"5.0""","78""",9214 lbs,30.0 lbs,,
BS4T5084,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-8556 LB.D.CAP-5.0""Hx84 ""L",55,,,,,"5.0""","84""",8556 lbs,32.0 lbs,,
BS4T5090,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-7986 LB.D.CAP-5.0""Hx90 ""L",55,,,,,"5.0""","90""",7986 lbs,34.0 lbs,,
