SKU,GCODE,Category,New Description,NMFC,Treads,Width,Depth,Gauge,Height,Length,Capacity,WEIGHT,Stock,Type
U27T30264,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-30""Dx264""(22')H",55,,,"30""",,"264""",,20600 lbs,139.0 lbs,,
U27K30264,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-30""Dx264""(22')H",55,,,"30""",,"264""",,22605 lbs,139.0 lbs,,
U37T30264,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-30""Dx264""(22')H",55,,,"30""",,"264""",,29800 lbs,181.0 lbs,,
U37K30264,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-30""Dx264""(22')H",55,,,"30""",,"264""",,31400 lbs,181.0 lbs,,
U18T36264,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-36""Dx264""(22')H",55,,,"36""",,"264""",,13250 lbs,114.0 lbs,,
U18K36264,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-36""Dx264""(22')H",55,,,"36""",,"264""",,15450 lbs,114.0 lbs,,
U27T36264,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-36""Dx264""(22')H",55,,,"36""",,"264""",,20600 lbs,143.0 lbs,,
U27K36264,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-36""Dx264""(22')H",55,,,"36""",,"264""",,22605 lbs,143.0 lbs,,
U37T36264,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-36""Dx264""(22')H",55,,,"36""",,"264""",,29800 lbs,185.0 lbs,,
U37K36264,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-36""Dx264""(22')H",55,,,"36""",,"264""",,31400 lbs,185.0 lbs,,
U18T42264,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-42""Dx264""(22')H",55,,,"42""",,"264""",,13250 lbs,118.0 lbs,,
U18K42264,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-42""Dx264""(22')H",55,,,"42""",,"264""",,15450 lbs,118.0 lbs,,
U27T42264,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-42""Dx264""(22')H",55,,,"42""",,"264""",,20600 lbs,147.0 lbs,,
U27K42264,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-42""Dx264""(22')H",55,,,"42""",,"264""",,22605 lbs,147.0 lbs,,
U37T42264,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-42""Dx264""(22')H",55,,,"42""",,"264""",,29800 lbs,189.0 lbs,,
U37K42264,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-42""Dx264""(22')H",55,,,"42""",,"264""",,31400 lbs,189.0 lbs,,
U18T48264,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-48""Dx264""(22')H",55,,,"48""",,"264""",,13250 lbs,123.0 lbs,,
U18K48264,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-48""Dx264""(22')H",55,,,"48""",,"264""",,15450 lbs,123.0 lbs,,
U27T48264,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-48""Dx264""(22')H",55,,,"48""",,"264""",,20600 lbs,151.0 lbs,,
U27K48264,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-48""Dx264""(22')H",55,,,"48""",,"264""",,22605 lbs,151.0 lbs,,
U37T48264,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-48""Dx264""(22')H",55,,,"48""",,"264""",,29800 lbs,193.0 lbs,,
U37K48264,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-48""Dx264""(22')H",55,,,"48""",,"264""",,31400 lbs,193.0 lbs,,
U18T30276,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-30""Dx276""(23')H",55,,,"30""",,"276""",,13250 lbs,114.0 lbs,,
U18K30276,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-30""Dx276""(23')H",55,,,"30""",,"276""",,15450 lbs,114.0 lbs,,
U27T30276,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-30""Dx276""(23')H",55,,,"30""",,"276""",,20600 lbs,145.0 lbs,,
U27K30276,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-30""Dx276""(23')H",55,,,"30""",,"276""",,22605 lbs,145.0 lbs,,
U37T30276,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-30""Dx276""(23')H",55,,,"30""",,"276""",,29800 lbs,188.0 lbs,,
U37K30276,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-30""Dx276""(23')H",55,,,"30""",,"276""",,31400 lbs,188.0 lbs,,
U18T36276,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-36""Dx276""(23')H",55,,,"36""",,"276""",,13250 lbs,118.0 lbs,,
U18K36276,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-36""Dx276""(23')H",55,,,"36""",,"276""",,15450 lbs,118.0 lbs,,
U27T36276,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-36""Dx276""(23')H",55,,,"36""",,"276""",,20600 lbs,149.0 lbs,,
U27K36276,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-36""Dx276""(23')H",55,,,"36""",,"276""",,22605 lbs,149.0 lbs,,
U37T36276,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-36""Dx276""(23')H",55,,,"36""",,"276""",,29800 lbs,192.0 lbs,,
U37K36276,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-36""Dx276""(23')H",55,,,"36""",,"276""",,31400 lbs,192.0 lbs,,
U18T42276,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-42""Dx276""(23')H",55,,,"42""",,"276""",,13250 lbs,122.0 lbs,,
U18K42276,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-42""Dx276""(23')H",55,,,"42""",,"276""",,15450 lbs,122.0 lbs,,
U27T42276,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-42""Dx276""(23')H",55,,,"42""",,"276""",,20600 lbs,153.0 lbs,,
U27K42276,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-42""Dx276""(23')H",55,,,"42""",,"276""",,22605 lbs,153.0 lbs,,
U37T42276,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-42""Dx276""(23')H",55,,,"42""",,"276""",,29800 lbs,196.0 lbs,,
U37K42276,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-42""Dx276""(23')H",55,,,"42""",,"276""",,31400 lbs,196.0 lbs,,
U18T48276,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-48""Dx276""(23')H",55,,,"48""",,"276""",,13250 lbs,127.0 lbs,,
U18K48276,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-48""Dx276""(23')H",55,,,"48""",,"276""",,15450 lbs,127.0 lbs,,
U27T48276,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-48""Dx276""(23')H",55,,,"48""",,"276""",,20600 lbs,157.0 lbs,,
U27K48276,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-48""Dx276""(23')H",55,,,"48""",,"276""",,22605 lbs,157.0 lbs,,
U37T48276,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-48""Dx276""(23')H",55,,,"48""",,"276""",,29800 lbs,200.0 lbs,,
U37K48276,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-48""Dx276""(23')H",55,,,"48""",,"276""",,31400 lbs,200.0 lbs,,
U18T30288,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-30""Dx288""(24')H",55,,,"30""",,"288""",,13250 lbs,122.0 lbs,,
U18K30288,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-30""Dx288""(24",55,,,"30""",,"288""",,15450 lbs,122.0 lbs,,
U27T30288,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-30""Dx288""(24')H",55,,,"30""",,"288""",,20600 lbs,153.0 lbs,,
U27K30288,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-30""Dx288""(24')H",55,,,"30""",,"288""",,22605 lbs,153.0 lbs,,
U37T30288,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-30""Dx288""(24')H",55,,,"30""",,"288""",,29800 lbs,198.0 lbs,,
U37K30288,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-30""Dx288""(24')H",55,,,"30""",,"288""",,31400 lbs,198.0 lbs,,
U18T36288,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-36""Dx288""(24')H",55,,,"36""",,"288""",,13250 lbs,127.0 lbs,,
U18K36288,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-36""Dx288""(24')H",55,,,"36""",,"288""",,15450 lbs,127.0 lbs,,
U27T36288,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-36""Dx288""(24')H",55,,,"36""",,"288""",,20600 lbs,158.0 lbs,,
U27K36288,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-36""Dx288""(24')H",55,,,"36""",,"288""",,22605 lbs,158.0 lbs,,
U37T36288,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-36""Dx288""(24')H",55,,,"36""",,"288""",,29800 lbs,203.0 lbs,,
U37K36288,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-36""Dx288""(24')H",55,,,"36""",,"288""",,31400 lbs,203.0 lbs,,
U18T42288,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-42""Dx288""(24')H",55,,,"42""",,"288""",,13250 lbs,132.0 lbs,,
U18K42288,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-42""Dx288""(24')H",55,,,"42""",,"288""",,15450 lbs,132.0 lbs,,
U27T42288,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-42""Dx288""(24')H",55,,,"42""",,"288""",,20600 lbs,163.0 lbs,,
U27K42288,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-42""Dx288""(24')H",55,,,"42""",,"288""",,22605 lbs,163.0 lbs,,
U37T42288,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-42""Dx288""(24')H",55,,,"42""",,"288""",,29800 lbs,208.0 lbs,,
U37K42288,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-42""Dx288""(24')H",55,,,"42""",,"288""",,31400 lbs,208.0 lbs,,
U18T48288,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-48""Dx288""(24')H",55,,,"48""",,"288""",,13250 lbs,137.0 lbs,,
U18K48288,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-48""Dx288""(24')H",55,,,"48""",,"288""",,15450 lbs,137.0 lbs,,
U27T48288,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-48""Dx288""(24')H",55,,,"48""",,"288""",,20600 lbs,168.0 lbs,,
U27K48288,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-48""Dx288""(24')H",55,,,"48""",,"288""",,22605 lbs,168.0 lbs,,
U37T48288,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-48""Dx288""(24')H",55,,,"48""",,"288""",,29800 lbs,213.0 lbs,,
U37K48288,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-48""Dx288""(24')H",55,,,"48""",,"288""",,31400 lbs,213.0 lbs,,
BG36,BG,RACK-SPI,"CROSS AISLE SUPPORT-SPI-PALLET RACK-STEP BEAM-36""LENGTH(2""HOOKOVER OPENING)",55,,,,36,,,,10.2 lbs,,
BG42,BG,RACK-SPI,"CROSS AISLE SUPPORT-SPI-PALLET RACK-STEP BEAM-42""LENGTH(2""HOOKOVER OPENING)",55,,,,42,,,,11.8 lbs,,
BG48,BG,RACK-SPI,"CROSS AISLE SUPPORT-SPI-PALLET RACK-STEP BEAM-48""LENGTH(2"" HOOKOVER OPENING)",55,,,,48,,,,13.4 lbs,,
BG60,BG,RACK-SPI,"CROSS AISLE SUPPORT-SPI-PALLET RACK-STEP BEAM-60""LENGTH-2 HOOKOVER OPENING)",55,,,,60,,,,16.7 lbs,,
CABINET,CABINET,,CABINET-STORAGE nan,,,,,,,,,0.0 lbs,,
X1,MP GRAT,,METAL PLANK GRATING: nan,,,,,,,,,0.0 lbs,,
U4,REELHOLD,,REEL HOLDER-PALLET RACK-KEYSTONE STYLE- LEFT  SIDE,,,,,,,,,2.8 lbs,,
U5,REELHOLD,,REEL HOLDER-PALLET RACK-KEYSTONE STYLE- RIGHT SIDE,,,,,,,,,2.8 lbs,,
MH94,MH,MEZZ,"HANDRAIL-2""x2""x94""L (2 EA REQUIRED) nan",65,,,,,,,,16.8 lbs,,
MK94,MK,MEZZ,"KICKPLATE-MEZZANINE-SPI-4""Hx94""L- TOP/SIDE MOUNTED SYSTEM",65,,,,,,,,9.6 lbs,,
BXS30,BSXBAR,RACK-SPI,"BAR-STANDARD CROSS BAR-STEPBEAM-PALLET RACK-3""Wx 1 5/8""H-UPRIGHT DEPTH=30""",55,,"3""","30""",,,,,4.2 lbs,,
BXS36,BSXBAR,RACK-SPI,"BAR-STANDARD CROSS BAR-STEPBEAM-PALLET RACK-3""Wx1 5/8""H-UPRIGHT DEPTH=36""",55,,"3""","36""",,,,,5.1 lbs,,
BXS42,BSXBAR,RACK-SPI,"BAR-STANDARD CROSS BAR-STEPBEAM-PALLET RACK-3""Wx 1 5/8""H-UPRIGHT DEPTH=42""",55,,"3""","42""",,,,,6.0 lbs,,
BXS48,BSXBAR,RACK-SPI,"BAR-STANDARD CROSS BAR-STEPBEAM-PALLET RACK-3""Wx 1 5/8""H-UPRIGHT DEPTH=48""",55,,"3""","48""",,,,,7.16 lbs,,
BQ,BQ,RACK-SPI,"SKID CHANNEL-PALLET RACK-BEAM-SPI- 4""Wx2""H-UPRIGHT DEPTH =SEE BELOW",55,,"4""","30""",,"2""",,,0.0 lbs,,
BQ30,BQ,RACK-SPI,"SKID CHANNEL-PALLET RACK-BEAM-SPI- 4""Wx2""H-UPRIGHT DEPTH =30""",55,,"4""","30""",,"2""",,,7.8 lbs,,
BQ36,BQ,RACK-SPI,"SKID CHANNEL-PALLET RACK-BEAM-SPI- 4""Wx2""H-UPRIGHT DEPTH =36""",55,,"4""","36""",,"2""",,,9.6 lbs,,
BQ42,BQ,RACK-SPI,"SKID CHANNEL-PALLET RACK-BEAM-SPI- 4""Wx2""H-UPRIGHT DEPTH =42""",55,,"4""","42""",,"2""",,,11.3 lbs,,
BQ48,BQ,RACK-SPI,"SKID CHANNEL-PALLET RACK-BEAM-SPI- 4""Wx2""H-UPRIGHT DEPTH =48""",55,,"4""","48""",,"2""",,,13.0 lbs,,
MFL,MFL,MEZZ,"FLAGPOST-MEZZANINE-LEFT-CORNER-42""HGT HANDRAIL-OSHA-SIDE MOUNTED SYSTEM",65,,,,,,,,20.0 lbs,,
MFR,MFR,MEZZ,"FLAGPOST--MEZZANINE-RIGHT-CORNER-42""HGT- HANDRAIL-OSHA-SIDE MOUNTED SYSTEM",65,,,,,,,,20.0 lbs,,
MEL,MEL,MEZZ,"END POST-MEZZANINE-LEFT-42""HGT HANDRAIL- OSHA-TOP MOUNTED SYSTEM 2-RAIL",65,,,,,,,,12.0 lbs,,
MER,MER,MEZZ,"END POST-MEZZANINE-RIGHT-42""HGT HANDRAIL -OSHA-TOP MOUNTED SYSTEM  2-RAIL",65,,,,,,,,12.0 lbs,,
HARDWARE,HARDWARE,PUR ITEM,HARDWARE: nan,55,,,,,,,,0.0 lbs,,
RACK-T,RACK-T,RACK-T,PALLET RACK-TEARDROP STYLE-SPECIAL- nan,55,,,,,,,,0.0 lbs,,
RACK-K,RACK-K,RACK-K,PALLET RACK-KEYSTONE STYLE-SPECIAL- nan,55,,,,,,,,0.0 lbs,,
UD,UD,RACK-T,"POST-UPRIGHT-3""x3""x14GA-TEARDROP STYLE- SPI-PALLET RACK",55,,,,14,,,,2.5 lbs,,part
BN30,BN,RACK-SPI,"NOTCHED CROSS BAR-NORMAL DUTY-STEPBEAM- SPI-3/4"" DROP-UPRIGHT DEPTH=30""",55,,,"30""",,,,,5.5 lbs,,
BS2K60144,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-8928 LB.D.CAP-6.0""Hx144""L",55,,,,,"6""","144""",8928 lbs,75.0 lbs,,
UE,UE,RACK-T,"POST-UPRIGHT-3""x1 5/8""x14GA-TEARDROP SPI-PALLET RACK",55,,,,14,,,,1.8 lbs,,part
BT30,FORK BAR,,"FORK ENTRY BAR-PALLET RACK-30""U/R DEPTH nan",,,,"30""",,,,,5.8 lbs,,
BT36,FORK BAR,,"FORK ENTRY BAR-PALLET RACK-36""U/R DEPTH nan",,,,"36""",,,,,7.0 lbs,,
BT42,FORK BAR,,"FORK ENTRY BAR-PALLET RACK-42""U/R DEPTH nan",,,,"42""",,,,,8.3 lbs,,
BT48,FORK BAR,,"FORK ENTRY BAR-PALLET RACK-48""U/R DEPTH nan",,,,"48""",,,,,10.1 lbs,,
BS2K6048,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-26784LB.D.CAP-6.0""Hx 48""L",55,,,,,"6.0""","48""",26784 lbs,27.0 lbs,,
BS2K6054,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-23808LB.D.CAP-6.0""Hx 54""L",55,,,,,"6.0""","54""",23808 lbs,30.0 lbs,,
BS2K6060,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-21427LB.D.CAP-6.0""Hx 60""L",55,,,,,"6.0""","60""",21427 lbs,33.0 lbs,,
BS2K6066,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-19479LB.D.CAP-6.0""Hx 66""L",55,,,,,"6.0""","66""",19479 lbs,36.0 lbs,,
BS2K6072,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-17856LB.D.CAP-6.0""Hx 72""L",55,,,,,"6.0""","72""",17856 lbs,39.0 lbs,,
BS2K6078,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-16482LB.D.CAP-6.0""Hx 78""L",55,,,,,"6.0""","78""",16482 lbs,42.0 lbs,,
BS2K6084,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-15305LB.D.CAP-6.0""Hx 84""L",55,,,,,"6.0""","84""",15305 lbs,45.0 lbs,,
BS2K6090,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-14284LB.D.CAP-6.0""Hx 90""L",55,,,,,"6.0""","90""",14284 lbs,48.0 lbs,,
BS2K6092,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-13824LB.D.CAP-6.0""Hx 92""L",55,,,,,"6.0""","92""",13824 lbs,50.0 lbs,,
BS2K6096,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-13392LB.D.CAP-6.0""Hx 96""L",55,,,,,"6.0""","96""",13392 lbs,51.0 lbs,,
BS2K60102,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-12604LB.D.CAP-6.0""Hx102""L",55,,,,,"6.0""","102""",12604 lbs,54.0 lbs,,
BS2K60108,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-11904LB.D.CAP-6.0""Hx108""L",55,,,,,"6.0""","108""",11904 lbs,57.0 lbs,,
BS2K60114,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-11277LB.D.CAP-6.0""Hx114""L",55,,,,,"6.0""","114""",11277 lbs,60.0 lbs,,
BS2K60120,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-10713LB.D.CAP-6.0""Hx120""L",55,,,,,"6.0""","120""",10713 lbs,63.0 lbs,,
BS2K60126,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-10203LB.D.CAP-6.0""Hx126""L",55,,,,,"6.0""","126""",10203 lbs,66.0 lbs,,
BS2K60132,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-9739 LB.D.CAP-6.0""Hx132""L",55,,,,,"6.0""","132""",9739 lbs,69.0 lbs,,
BS2K60138,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-9316 LB.D.CAP-6.0""Hx138""L",55,,,,,"6.0""","138""",9316 lbs,72.0 lbs,,
BS2K60156,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-7861 LB.D.CAP-6.0""Hx156""L",55,,,,,"6.0""","156""",7861 lbs,81.0 lbs,,
BS2K60168,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-6778 LB.D.CAP-6.0""Hx168""L",55,,,,,"6.0""","168""",6778 lbs,88.0 lbs,,
BS2K60180,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-5904 LB.D.CAP-6.0""Hx180""L",55,,,,,"6.0""","180""",5904 lbs,94.0 lbs,,
BS2K60192,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-5189LB.D.CAP-6.0""Hx192""L",55,,,,,"6.0""","192""",5189 lbs,103.0 lbs,,
BS2K60204,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-4597 LB.D.CAP-6.0""Hx204""L",55,,,,,"6.0""","204""",4597 lbs,106.0 lbs,,
BS2K60216,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-4100 LB.D.CAP-6.0""Hx216""L",55,,,,,"6.0""","216""",4100 lbs,112.0 lbs,,
BS2K60228,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-3680 LB.D.CAP-6.0""Hx228""L",55,,,,,"6.0""","228""",3680 lbs,118.0 lbs,,
BS2K60240,BS2K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-HVY DUTY- 1 5/8STEP-3321LB.D.CAP-6.0""H X240""L",55,,,,,"6.0""","240""",3321 lbs,124.0 lbs,,
BS2T60240,BS2T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-HVY DUTY- 1 5/8STEP-3321 LB.D.CAP-6.0""Hx240""L",55,,,,,"6.0""","240""",3321 lbs,124.0 lbs,,
BS2T60228,BS2T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-HVY DUTY- 1 5/8STEP-3680 LB.D.CAP-6.0""Hx228""L",55,,,,,"6.0""","228""",3680 lbs,118.0 lbs,,
BS2T60216,BS2T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-HVY DUTY- 1 5/8STEP-4100 LB.D.CAP-6.0""Hx216""L",55,,,,,"6.0""","216""",4100 lbs,112.0 lbs,,
BS2T60204,BS2T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-HVY DUTY- 1 5/8STEP-4597 LB.D.CAP-6.0""Hx204""L",55,,,,,"6.0""","204""",4597 lbs,106.0 lbs,,
